"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3SIFJRPX","newspaperArticle","1992","Kerndl, Rainer","Über Gewalttätige und über uns. Ein Diskurs mit Abschweifungen, geschrieben zwischen Hoyerswerda und Rostock","Neues Deutschland","","","","","","1992-08-28","2017-10-13 06:37:11","2018-06-20 23:40:45","","11","","","","","","Über Gewalttätige und über uns","","","","","","Berlin","de","2","","","II-C3-1-2","","II-C3-1-2-920828","liegt händisch vor Provenienz: F1.1992, 52.","","/home/age/zotero/storage/ZZCTT5VT/F1-1992-52.tif","","Demonstration; Berlin; Polizei; Jugoslawien; Christlich Demokratische Union (CDU); Magdeburg; Skinheads; Gewalt; Nationalismus; Rechtsradikalismus; Deutsche Demokratische Republik (DDR); Nationale Volksarmee (NVA); Volkspolizei; Wolf, Christa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Essay","","","",""
"3XT6R7G9","journalArticle","1992","o. A.","An alle, die Beifall geklatscht hätten, wenn in Deutschland wieder Menschen verbrannt wären!","Kowalski. Das komische Magazin","","","","","","1992-10","2017-09-25 15:13:59","2018-06-21 02:30:34","","43","","10","6","","Kowalski","","","","","","","","de","2","","","III-C3-1-6","","III-C3-1-6-921000b","liegt händisch vor Provenienz: Hannes Riemann","","/home/age/zotero/storage/EH4GMT3F/III-C3-1-10-1992-10b.jpg","","Rechte Gewalt; Aufruf; Schaulustige; Fremdenfeindlichkeit; Rostock; Alexander Verlag; Antje Kunstmann Verlag; Asylbewerber*innen; Aufbau Verlag; BdWi Verlag; Bleicher Verlag; Campus Verlag; Edition Hentrich; Frauenoffensive Verlag; Hirnstorff Verlag; KVA Verlagsauslieferung; Lambert Schneider Verlag; Listen - Zeitschrift für Leserinnen und Leser; Luchterhand Literatur Verlag; Moby Dick Verlag; Orlanda Frauenverlag; Papyrossa Verlag; Peter Hammer Verlag; Polit Verlagsauslieferung; R. Piper Verlag; Reclam Verlag; Rotation Verlag; Rotbuch Verlag; S. Fischer Verlag; Semmel Verlach; Sozialistische Verlagsauslieferung (sova); Verlag Dirk Nishen; Verlag Kiepenheuer & Witsch; Verlag Klaus Wagenbach; Verlag am Galgenberg; Wolfgang Krüger Verlag; alibaba Verlag; tende Verlag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZHHRV8E","newspaperArticle","1990","Fischer, Jochen","Danach","Neues Deutschland","","","","","","1990-12-04","2017-10-13 03:18:30","2018-06-20 23:36:13","","7","","","","","","","","","","","","Berlin","de","2","","","II-C3-1-2","","II-C3-1-2-901204b","liegt händisch vor Provenienz: F1.1990, 41b.","","/home/age/zotero/storage/PRHM249V/F1-1990-41b.tif","","Mecklenburg-Vorpommern; Neustrelitz; 1990-12-02; Bündnis 90/die Grünen; Christlich Demokratische Union (CDU); Partei des Demokratischen Sozialismus (PDS); Sozialdemokratische Partei Deutschlands (SPD); New York; Wahlen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Zur Sache","","","",""
"435CX22N","newspaperArticle","1990","o.A.","Hilferuf aus Dresden","Junge Welt","","","","","","1990-07-19","2017-09-26 13:40:04","2018-06-20 19:36:05","","7","","","","","","","","","","","","Berlin","de","2","","","I-Ca3-1","","I-Ca3-1-900719c","liegt händisch vor Provenienz: F1.1990, 345.","","/home/age/zotero/storage/JPKEXR2C/F1-1990-343.jpg","","Rechte Gewalt; Dresden; Studierende; TU Dresden","","","","","","","","","","","","","","","","","","","","","166","","","","","","","","","","","","","","","","","","","","","","Humanistisches Forum","","","",""
"43VN8DP5","newspaperArticle","1991","o.A.","Versäumnisse","Süddeutsche Zeitung","","","","","","1991-09-27","2017-10-14 15:43:31","2018-06-20 23:42:29","","4","","","","","","","","","","","","München","de","2","","","II-C3-1-3","","II-C3-1-3-910927c","liegt händisch vor Provenienz: F1.1991, 75b.","","/home/age/zotero/storage/PPTSAGQN/F1-1991-75b.tif","","Bundestag; Rechte Gewalt; Hoyerswerda; Asyldebatte; Stuttgarter Zeitung","","","","","","","","","","","","","","","","","","","","","224","","","","","","","","","","","","","","","","","","","","","","Meinungsseite / Blick in die Presse","","","",""
"5HHRZCR5","newspaperArticle","1991","o.A.","Auftrag zur wehrhaften Demokratie","","","","","","","1991-08-30","2017-10-12 03:41:44","2018-06-20 23:19:32","","11","","","","","","","","","","","","Bonn","de","2","","","II-C3-1-1","","II-C3-1-1-910830b","liegt händisch vor Provenienz: F1.1991, 71.","","/home/age/zotero/storage/RUZW5E7N/F1-1991-71.tif","","Rechte Gewalt; Schäuble, Wolfgang; Bündnis 90/die Grünen; Deutsche Volksunion (DVU); Die Republikaner (REP); Freiheitliche Deutsche Arbeiterpartei (FAP); Nationaldemokratische Partei Deutschlands (NPD); Nationale Offensive (NO); Partei des Demokratischen Sozialismus (PDS); Rechtsextremismus; Skinheads; Sozialistische Einheitspartei Deutschlands (SED); Brandanschlag; Bundesamt für Verfassungsschutz; Linksextremismus; Mord; Rassismus; Rote Armee Fraktion (RAF); Staatssicherheitsdienst (Stasi); Statistik; Bundesinnenministerium; Körperverletzung; Asylbewerber*innen; Bundeskriminalamt (BKA); Bundesnachrichtendienst (BND); Deutsche Allianz – Vereinigte Rechte; Deutsche Kommunistische Partei (DKP); Gemeinsames Landeskriminalamt Berlin (GLKA); Kommunistischer Bunde (KB); Militärischer Abschirmdienst (MAD); Neubauer, Harald; Parlamentarische Kontrollkommission (PKK); Rohwedder, Detlef Carsten","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","","","","","","Dokumentation","","","",""
"5JUMS5N6","newspaperArticle","1991","o.A.","Deutschland feierte","Junge Welt","","","","","","1991-10-04","2017-10-12 04:11:11","2018-06-20 23:18:22","","1","","","","","","","","","","","","Berlin","de","2","","","II-C3-1-1","","II-C3-1-1-911004a","liegt händisch vor Provenienz: F1.1991, 79a.","","/home/age/zotero/storage/388A88SJ/F1-1991-79a.jpg","","Rechte Gewalt; Berlin; Hamburg; Angriff; 1991-10-03; Asylbewerber*innen; Frankfurt am Main; Freiburg","","","","","","","","","","","","","","","","","","","","","231","","","","","","","","","","","","","","","","","","","","","","Titelblatt","","","",""
"5U38ZUED","newspaperArticle","1991","o.A.","Überfälle auf Asylantenheime","Neues Deutschland","","","","","","1991-08-13","2017-10-13 03:59:53","2018-06-20 23:37:12","","1","","","","","","","","","","","","Berlin","de","2","","","II-C3-1-2","","II-C3-1-2-910813","liegt händisch vor Provenienz: F1.1991, 65.","","/home/age/zotero/storage/NFBDKTW5/F1-1991-65.jpg","","Rechte Gewalt; Polizei; Aschersleben; Asylbewerberheim; Pressemitteilung; Angriff; Ückermünde; Waffen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VWWEK8U","journalArticle","1992","Hundseder, Franziska; Fiedler, Teja; Meyer-Andersen, Klaus; Eikenaar, Albert; Hettich, Sibille; Bagot, Heidi","Der Aufmarsch im Osten","Stern","","","","","","1992-03-19","2017-10-12 05:12:36","2018-06-20 23:16:38","","86-91","","13","44","","","","","","","","","","de","2","","","II-C3-1-1","","II-C3-1-1-920319b","liegt händisch vor Provenienz: F1.1992, 67a-f.","","/home/age/zotero/storage/DJ6EU4FP/F1-1992-67a.tif; /home/age/zotero/storage/QCGQZBFT/F1-1992-67b.tif; /home/age/zotero/storage/QF5IFF4U/F1-1992-67c.tif; /home/age/zotero/storage/73B8NVCN/F1-1992-67d.tif; /home/age/zotero/storage/P5HPQQEF/F1-1992-67e.tif; /home/age/zotero/storage/UTNZ3BVC/F1-1992-67f.tif","","Hamburg; Kroatien; Österreich; Cottbus; Jugoslawien; Schweiz; Deutsche Liga für Volk und Heimat; Küssel, Gottfried; Deckert, Günter; Deutsche Alternative (DA); Endress, Gerhard; Hitler, Adolf; Nationale Liste (NL); Schönhuber, Franz; Wiking Jugend; Front National (FN); Nationaldemokratische Partei Deutschlands (NPD); Sozialdemokratische Partei Deutschlands (SPD); Zündel, Ernst; Althans, Bela Ewald; Argentinien; Bulgarien; Bundesamt für Verfassungsschutz; Polen; Rassismus; Rechtsradikalismus; Söldner; Vogel, Hans-Jochen; Foto; Almaty; Boschütz, Gunter; Bund Reichstreuer Jugend; Bundeskriminalamt (BKA); Dewinter, Filip; Elchwerder; Estland; Europa vorn; Gabiś, Tomasz; Germania Reisen; Hrvatske obrambene snage (Hos); Irak; Kiew; Kremer, Waldemar D.; Kursalon Hübner; Le Pen, Jean-Marie; Leloup, Michel; Liechtenstein; Lindner, Heinz; Moskau; Nationaler Block; Neubauer, Harald; Notverwaltung des Deutschen Ostens; Osijek; Ost-Preußen; Pamjat; Paproth, Torsten; Raschka, Herbert; SS; Schlesien; Schlesien Radio; Sündermann, Helmut; Tuđman, Fanjo; Unitas Germanica; Verein zur Förderung deutschsprachiger Medien in Osteuropa e. V.; Vlaams-Blok; Vukovar; Weinheim; Wischolek, Helmut; Zabrza; Zagreb; Šošić, Hrvoje","","","","","Eikenaar, Albert; Hettich, Sibille; Bagot, Heidi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZFANNXE","manuscript","1993","o.A.","... in Mecklenburg-Vorpommern. Ausschnitt aus dem ÖTV Magazin 4/93","","","","","","","1993","2017-09-09 11:11:52","2018-06-21 02:26:30","","","25","","","","","... in Mecklenburg-Vorpommern","","","","","","Stuttgart","","2","","","III-C3-2","","III-C3-2-930400a","liegt händisch vor Provenienz:  F1.1993","","/home/age/zotero/storage/7PGW4ZVA/III-C3-2-1993-04a.jpg","","Rechte Gewalt; Gewerkschaft Öffentliche Dienste, Transport und Verkehr (ÖTV); Foto; Kundgebung; Jugendarbeit; 1993-03-06; Wegener, Alexander","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C6D4H2E","newspaperArticle","1991","o.A.","Ein Einbruch für die Sozialdemokraten","Süddeutsche Zeitung","","","","","","1991-08-24","2017-10-14 15:34:41","2018-06-20 23:41:30","","10","","","","","","","","","","","","München","de","2","","","II-C3-1-3","","II-C3-1-3-910824b","liegt händisch vor Provenienz: F1.1991, 70b.","","/home/age/zotero/storage/CK57KP6W/F1-1991-70b.tif","","Bündnis 90/die Grünen; Christlich Demokratische Union (CDU); Die Republikaner (REP); Freie Demokratische Partei (FDP); Sozialdemokratische Partei Deutschlands (SPD); Statistik; Umfrage; Asyldebatte; Forschungsgruppe Wahlen e. V.","","","","","","","","","","","","","","","","","","","","","195","","","","","","","","","","","","","","","","","","","","","","Dokumentation","","","",""
"7UCBK73K","newspaperArticle","1991","Brill, Klaus","Verstörte, mit deren Angst gespielt wird","Süddeutsche Zeitung","","","","","","1991-11-07","2017-10-14 15:45:00","2018-06-20 23:42:47","","3","","","","","","","","","","","","München","de","2","","","II-C3-1-3","","II-C3-1-3-911107a","liegt händisch vor Provenienz: F1.1991, 87.","","/home/age/zotero/storage/4CG3VU3S/F1-1991-87.jpg","","Antifa; Mecklenburg-Vorpommern; Rechte Gewalt; Flensburg; Hoyerswerda; Kiel; Neumünster; Schleswig-Holstein; Greifswald; Jugoslawien; Pakistan; Stellungnahme; Türkei; Sozialdemokratische Partei Deutschlands (SPD); Anschar-Kirche; Asylverfahren; Bulgarien; Jansen, Günther; Moser, Heide; Norderstedt; Rogmann, Willi; Diakonie; Indien; Kirche; Schalom-Gemeinde; Foto; Afghanistan; Angola; Zaire; Albanien; Algerien; Asylbewerber*innen; Braun, Gunter; Irak","","","","","","","","","","","","","","","","","","","","","257","","","","","","","","","","","","","","","","","","","","","","Die Seite drei","","","",""
"8E4CW9FC","journalArticle","1991","Ellerbrock, Elke; Schneider, Wolfgang","""Jeder ist uns der Nächste""","konkret","","","","","Auftakt zu einer regelmäßig erscheinenden Chronik rechter Gewalt","1991-11","2017-09-29 11:16:34","2018-06-20 23:48:11","","22-26","","11","34","","","","","","","","","","de","2","","","II-C3-1-5","","II-C3-1-4-911100","liegt händisch vor Provenienz:  F1.1993.","","/home/age/zotero/storage/M85PKX7R/konkret_jeder_ist_uns_der_naechste_91-11.pdf","","Rechte Gewalt; Überfall; Berlin; Bonn; Bremen; Essen; Hamburg; UNO; Bürgerinitiative; Hannover; Hoyerswerda; Neumünster; Oelixdorf; Republikaner; Saarlouis; Schwerin; Aschersleben; Asylbewerberheim; Eisenhüttenstadt; Greifswald; Jugoslawien; Spremberg; Türkei; Dresden; Leipzig; Neubrandenburg; Israel; Nazis; Vietnamesen; Magdeburg; Roma; Schule; Skinheads; Angriff; Ausländerbeauftragte; Brand; Brandanschlag; Bundesamt für Verfassungsschutz; Chemnitz; Flucht; Gewalt; Issum; Münster; Polen; Potsdam; Protest; Terror; Tschernobyl; Zittau; Ückermünde; Krankenhaus; Nigeria; Foto; Grenze; Görlitz; Osnabrück; Verletzung; Waffen; Angola; Kurden; Mosambique; jüdischer Friedhof; Adendorf; Ahlen; Aussiedlerheim; Blankenburg; Bochum; Boldeshausen; Borna; Brandsatz; Brettstein; Burgwedel; Castrop-Rauxel; Datteln; Delitzsch; Dessau; Deuben; Edemissen; Eilenburg; Freiburg; Freising; Freital; Friedrichshafen; Genscher, Hans Dietrich; Gerstungen; Halberstadt; Herford; Herne; Hitler Geburtstag; Holzkreuz; Indonesien; Jesteburg; Jüterbog; Kenzingen; Kerken-Neukerk; Klötze; Kuba; Leisnig; Liebertwolkwitz; Lübeck-Kückritz; Lünen; March-Neuershausen; Meckelfeld; Messer; Namibien; Nauenhain; Neu-Brandenburg; Northeim; Oschatz; Pirna; Quedlinburg; Ravensbrück; Recklinghausen; Reichenbach; Rockolding; Rumänen; Sangerhausen; Schwalbach; Schwedt; Springe-Steinkrug; Stade; Steinhagen; Straßenbahn; Suizid; Syrer; Tambach-Dietharz; Thiendorf; Trauerzug; Trybuna; Wallendorf; Wesendahl; Westdeutschland; Wittenberge; Wurzen; Zierlitz; Zwenkau; Zwethau; Zwittau; zurückgeschickt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GNBVFZC","newspaperArticle","1991","Jordan, Hans","Täter zerschlugen Einrichtung vom Asylantenheim","Neues Deutschland","","","","","","1991-08-13","2017-10-13 04:03:43","2018-06-20 23:37:21","","3","","","","","","","","","","","","Berlin","de","2","","","II-C3-1-2","","II-C3-1-2-910813","liegt händisch vor Provenienz: F1.1991, 66.","","/home/age/zotero/storage/CK7QMAKU/F1-1991-66.jpg; /home/age/zotero/storage/7NIWC2VQ/II-C3-F1-66.tif","","Polizei; Asylbewerberheim; Greifswald; Interview; Ausländer; Skinheads; 1991-08-10./11.; Anklam; Kuhblank; Mohns, Eckhard; Pasewalk; Randalierer; Ueckermünde; Asylbewerber*innen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HF58D23","journalArticle","1992","Rakowitz, Nadja","Gesellschaft - Horror oder Hoffnung? Ein Seminar unter dem Eindruck der Ereignisse von Rostock","ÖTV Magazin","","","","","","1992","2017-09-07 10:12:57","2018-06-21 02:25:18","","9","","11","37","","","","","","","","","","","2","","","III-C3-2","","III-C3-2-921100b","liegt händisch vor Provenienz: F1.1992","","/home/age/zotero/storage/ZFEUQIBA/III-C3-2-1992-11b.jpg","","Lichtenhagen; Polizei; Kupfer, Lothar; ZAST Rostock; Degner, Knut; Hempel, Dieter; Silkeit, Michael; Hinrichshagen; Roma; Zigeuner; Ausländerfeindlichkeit; Fremdenfeindlichkeit; Kilimann, Dr. Klaus; Magdanz, Dr. Peter; Nationalsozialismus; Richter, Dr. Wolfgang; Asylkompromiss; Gewerkschaft der Polizei (GdP); Rostock; Seminar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95KPND2I","newspaperArticle","1991","o.A.","Asylbewerber Problem Nummer eins","Süddeutsche Zeitung","","","","","","1991-11-07","2017-10-14 15:50:21","2018-06-20 23:43:18","","6","","","","","","","","","","","","München","de","2","","","II-C3-1-3","","II-C3-1-3-911107d","liegt händisch vor Provenienz:","","/home/age/zotero/storage/T8RR3MSP/F1-1991-85b.jpg","","Statistik; infas-Institut; Allensbach Insitut für Demoskopie; Asylbewerber*innen; Asyldebatte; Institut für Praxisorientierte Sozialforschung (IPOS); TNS Emnid","","","","","","","","","","","","","","","","","","","","","257","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B36N7J6K","newspaperArticle","1991","Pries, Knut","Ein Klima, in dem Gewalt kein Zufall ist","Süddeutsche Zeitung","","","","","","1991-09-27","2017-10-14 15:40:11","2018-06-20 23:42:18","","3","","","","","","","","","","","","München","de","2","","","II-C3-1-3","","II-C3-1-3-910927a","liegt händisch vor Provenienz: F1.1991, 75a.","","/home/age/zotero/storage/2ZQDFG3E/F1-1991-75a.tif","","Rechte Gewalt; Hoyerswerda; Stellungnahme; Christlich Demokratische Union (CDU); Partei des Demokratischen Sozialismus (PDS); Pogrom; Sozialistische Einheitspartei Deutschlands (SED); Deutsche Demokratische Republik (DDR); Foto; Reimann, Brigitte","","","","","","","","","","","","","","","","","","","","","224","","","","","","","","","","","","","","","","","","","","","","Die Seite drei","","","",""
"B75NSMZM","newspaperArticle","1991","o.A.","Rechtsradikaler Aufmarsch am Volkstrauertag","Neues Deutschland","","","","","","1991-11-18","2017-10-13 06:07:07","2018-06-20 23:39:19","","1","","","","","","","","","","","","Berlin","de","2","","","II-C3-1-2","","II-C3-1-2-911118","liegt händisch vor Provenienz: F1.1991, 89.","","/home/age/zotero/storage/E24CME87/F1-1991-89.jpg","","Demonstration; Polizei; Republikaner; Halbe; Halle; Hitler, Adolf; Neonazis; Die Republikaner (REP); Freiheitliche Deutsche Arbeiterpartei (FAP); Jugendliche; Nationaldemokratische Partei Deutschlands (NPD); Rechtsextremismus; Rechtsradikale; Schutzstaffel (SS); Bund deutscher Mädchen (BdM); Goebbels, Joseph; Hitler Jugend (HJ); Nationaldemokratische Partei (NDP); Nationalsozialismus; Rassismus; Sturmabteilung (SA); Wehrmacht; Rechte Szene; Bundeswehr; Revisionismus; Zweiter Weltkrieg","","","","","","","","","","","","","","","","","","","","","269","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFZHMTX8","newspaperArticle","1993","Fiedler, Martin","Bullen. Ausländer. Alle. Rostock, ein Jahr nach der Lichtenhagener Woche","Wochenpost","","","","","","1993-08-19","2017-09-09 11:53:28","2018-06-22 19:47:42","","6","","","","","","Bullen. Ausländer. Alle.","","","","","","","de","2","","","III-C3-1-1","","III-C3-1-1-930819","liegt händisch vor Provenienz: F1.1993","","/home/age/zotero/storage/W57VKZZE/III-C3-F1-WP-1993-08-16.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPHUVGWJ","newspaperArticle","1991","Henke, Klaus-Dietmar; Woller, Hans","Schaben an einem Gebirge der Schuld","Süddeutsche Zeitung","","","","","","1991-12-07","2017-10-14 15:57:53","2018-06-20 23:44:02","","I","","","","","","","","","","","","München","de","2","","","II-C3-1-3","","II-C3-1-3-911207","liegt händisch vor Provenienz: F1.1991, 92.","","/home/age/zotero/storage/M3RJJNCM/F1-1991-92.tif","","Christlich Demokratische Union (CDU); Honecker, Erich; Biedenkopf, Kurt; Entnazifizierung; Institut für Zeitgeschichte; Krenz, Egon; Mielke, Erich; Totalitarismus; Zweiter Weltkrieg","","","","","","","","","","","","","","","","","","","","","282","","","","","","","","","","","","","","","","","","","","","","Feuilleton-Beilage","","","",""
"BU52EU6N","journalArticle","1993","o.A.","Gegen Rassismus und Fremdenhaß. ÖTV-Jugend in Rostock","ÖTV Magazin","","","","","","1993","2017-09-09 11:06:31","2018-06-21 02:26:20","","14","","4","38","","","","","","","","","","","2","","","III-C3-2","","III-C3-2-930400b","liegt händisch vor Provenienz: F1.1993","","/home/age/zotero/storage/WX7SEH64/III-C3-2-1993-04b.jpg","","Mecklenburg-Vorpommern; Rechte Gewalt; Jugendalternativzentrum (JAZ) e.V.; Bündnis 90/die Grünen; Ausstellung; 1993-03-06; Arbeit und Leben Mecklenburg-Vorpommern; Café Lunte; Chronik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C62PB6B2","newspaperArticle","1991","Blaschke","In Ostdeutschland fehlen 100000 Lehrstellen","Neues Deutschland","","","","","","1991-07-25","2017-10-13 03:44:43","2018-06-20 23:36:55","","","","","","","","","","","","","","Berlin","de","2","","","II-C3-1-2","","II-C3-1-2-910725","liegt händisch vor Provenienz: F1.1991, 59.","","/home/age/zotero/storage/U2PERP4D/F1-1991-59.jpg","","Berlin; IG MEtall; 1991; Bericht; Jugendliche; 1991-04; Arbeitsmarkt; Ausbildung; Bundesbildungsminister; Hiesinger, Karlheinz; Ortleb; Ostdeutschland; Statistik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCQ39MH5","newspaperArticle","1991","o.A.","Mit sozialen Ängsten geht neue Stufe der Intoleranz einher","Neues Deutschland","","","","","","1991-07-12","2017-10-13 03:38:12","2018-06-20 23:36:44","","5","","","","","","","","","","","","Berlin","de","2","","","II-C3-1-2","","II-C3-1-2-910712","liegt händisch vor Provenienz: F1.1991, 60.","","/home/age/zotero/storage/5XJV3GZN/F1-1991-60.jpg","","Rechte Gewalt; Ausländer; 1990-04; 1991-06; Ausländerfeindlichkeit; CONCRET; Deutsch Demokratische Republik (DDR); Gewalt; Intoleranz; Nationalismus; Ostdeutschland; Statistik; Umfrage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Demokratie und Gesellschaft","","","",""
"DD4K9F9M","newspaperArticle","1990","o.A.","Von Kap Arkona bis zur Zugspitze: Die Ergebnisse der Bundestagswahl in den einzelnen Ländern","Neues Deutschland","","","","","","1990-12-04","2017-10-13 03:10:48","2018-06-20 23:36:19","","8","","","","","","Von Kap Arkona bis zur Zugspitze","","","","","","Berlin","de","2","","","II-C3-1-2","","II-C3-1-2-901204a","liegt händisch vor Provenienz: F1.1990, 41a.","","/home/age/zotero/storage/9DE4BCRE/F1-1990-41a.tif","","Bundestag; Kohl, Helmut; 1990-12-02; Bündnis 90/die Grünen; Christlich Demokratische Union (CDU); Die Republikaner (REP); Freie Demokratische Partei (FDP); Partei des Demokratischen Sozialismus (PDS); Parteien; Sozialdemokratische Partei Deutschlands (SPD); Christlich-Soziale Union (CSU); Deutsche Soziale Union (DSU); Statistik; Die Grauen – Graue Panther; Reimann, Manfred; Wahlen; Ökologisch-Demokratische Partei (ÖDP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Demokratie und Gesellschaft","","","",""
"DDZCA8P8","newspaperArticle","1991","Ungestöger, Hermann","Eine preußische Geisterstunde","Süddeutsche Zeitung","","","","","","1991-08-19","2017-10-14 15:30:20","2018-06-20 23:41:00","","3","","","","","","","","","","","","München","de","2","","","II-C3-1-3","","II-C3-1-3-910819","liegt händisch vor Provenienz: F1.1991, 64.","","/home/age/zotero/storage/77PZSTDV/F1-1991-64.tif","","Demonstration; Kohl, Helmut; Polizei; Bundesgrenzschutz (BGS); Potsdam; Bundeswehr; Foto; Friedrich II; Friedrich Wilhelm I; Friedrich Wilhelm II; Ohnesorg, Benno; Zweiter Weltkrieg","","","","","","","","","","","","","","","","","","","","","190","","","","","","","","","","","","","","","","","","","","","","Die Seite drei","","","",""
"DT6KQ7MU","journalArticle","1991","Henniger, Barbara","o.T.","Eulenspiegel. Wochenzeitschrift für Satire und Humor","","","","","","1991-09","2017-10-12 04:06:08","2018-06-20 23:19:06","","","","9","38./46.","","Eulenspiegel","","","","","","","","de","2","","","II-C3-1-1","","II-C3-1-1-910900","liegt händisch vor Provenienz: F1.1991, 57.","","/home/age/zotero/storage/E9SRHTDC/F1-1991-57.tif","","Karikatur; Rassismus; Rechtsradikalismus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAG77P8R","journalArticle","1991","o.A.","Skin warum bist du so böse?","Super Illu","","","","","","1991-10-17","2017-10-12 04:26:17","2018-06-20 23:17:20","","8-11","","43","2","","","","","","","","","","de","2","","","II-C3-1-1","","II-C3-1-1-911017","liegt händisch vor Provenienz: F1.1991, 83a-d.","","/home/age/zotero/storage/XEDACK4S/F1-1991-83a.jpg; /home/age/zotero/storage/A7PUI2NE/F1-1991-83b.jpg; /home/age/zotero/storage/JE8K58MQ/F1-1991-83c.jpg; /home/age/zotero/storage/RRIPBTTS/F1-1991-83d.jpg","","Rechte Gewalt; Hoyerswerda; Skinheads; Deutsche Demokratische Republik (DDR); Foto; Waffen; Asylbewerber*innen; Homophobie; SS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERF85UBJ","newspaperArticle","1992","Jordan, Hans","In Rostock tobte 13stündige Straßenschlacht","Neues Deutschland","","","","","","1992-08-24","2017-09-25 20:02:42","2018-06-20 23:40:21","","","","","","","","","","","","","","Berlin","de","1;2","","","II-C3-1-2","","II-C3-1-2-920824","nur Digitalisat Provenienz: F4, 83.","","/home/age/zotero/storage/GSM5WHFG/II-C3-F4-83.jpg","","Rechte Gewalt; Polizei; Rostock-Lichtenhagen; Rumänien; Stendal; ZAST Rostock; Festnahmen; Schaulustige; Ausländerfeindlichkeit; Polen; Fehrbellin; Köckte; Neuhaus am Rennweg; Wolfsburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSAW3X2G","newspaperArticle","1992","o.A.","Rumäne von Deutschen erschlagen","die tageszeitung","","","","","","1992-03-18","2017-10-13 18:24:58","2018-06-20 23:47:01","","1","","","","","","","","","","","","Berlin","de","2","","","II-C3-1-4","","II-C3-1-4-920318a","liegt händisch vor Provenienz: F1.1992, 1.","","/home/age/zotero/storage/SSJ6XEH4/F1-1992-01a.jpg","","Polizei; Asylbewerberheim; Rumänien; Saal; Angriff; Ausländerfeindlichkeit; Brandanschlag; Waffen; Rostock; Asylbewerber*innen; Biel (Schweiz)","","","","","","","","","","","","","","","","","","","","","3659","","","","","","","","","","","","","","","","","","","","","","","","","",""
